comment,source,arrogance_label,category
"ফেসবুক হ্যাক করার দায়ে আল্লাহ এর কাছে বিচার দিলেন?  আপনি তো পরকালেই বিশ্বাসী নন। ইমানের সাতটি বিষয়ের একটিতেও কেউ অবিশ্বাসী হলে সে কাফির হিসেবে পরিগণিত। আর হ্যাঁ, আমরা সকলেই জানি মহান আল্লাহ তায়ালা ক্ষমাশীল। কিন্তু তাই বলে একজন কাফিরকে আল্লাহ তায়ালা যে নিশ্চয়ই ক্ষমা করে দিবেন এ ব্যাপারে এতো নিশ্চিত হলেন কিভাবে?  আপনিতো মহান আল্লাহ তায়ালাকে ভয় করেন না, ভয় করছেন মূলত ফেমাসিটি হারাবার।  আর আপনি এভাবে কেন বলছেন যে, ""আমি যদি কোনো ভুল করে থাকি?"" আপনি কি এখনো এটা নিয়ে সন্দিহান যে আপনি কোনো ভুল করেছেন কিনা? আপনার বলা উচিত ছিল, ""আমি ভুল করেছি এবং খুব জঘন্য ভুল ছিল সেটি।",Facebook,Arrogant,Mixed / Other Arrogance
"আমি যা দেখিনা তা বিশ্বাস করি না। সাফা কবিছ-! (নায়ুজবিল্লাহ) ------এই শালার বেটি দুঃখিত! এই সেলিব্রিটিকে আমার প্রশ্ন-!-তোমার আব্বু তোমার আম্মুকে বিয়ে করছে সেটা কি তুমি দেখছ মনু?তো বিশ্বাস করবা না কিন্তু বলে দিলাম-- সকালে ভীষণ বাসাত হইছে...বাতাস দেখছ নাকি গাছের লাফালাফি দেখছ মনু? তো বাতাস ত দেখো নি? তাইলে বাতাস কে বাতাস না বইলা লাফালাফি বললেই পারো -!# মাঝেমধ্যে আম্মু ভীষণ মাথা ব্যথা করছে.. এই বইলা ডায়লগ দিও না হে-!কারণ মাথা ব্যথা পেট ব্যথা এসব কিন্তু দেখা যায় না। # তোমারে পাশে পাইলে কানের নিছে ঠাসাই থাপ্পড় দিতাম আর জিজ্ঞেস করতাম ব্যথা পাইছ মনু?# তখন তুমি কি বলতা মনু-!# বলতা আমি কিন্তু কাইন্দা দিমু-- কারণ তুমি ব্যথা পাইতা আর সেটাও দেখা যায় না মনু-আরও একটু গবেষণা কর-! আরসঠিক পথে আসো -- এসব স্রেলিব্রেটি নামক শালার বেটিদের আমরা আবাল বাঙালিরা মাথায় তাদের কাঙালি হয়ে এত মাথায় তুলছি যে, তারা যা মুখে আসে তাই বলে-",Facebook,Arrogant,Contempt & Condescension
"একটি মুসলিম ঘরে জন্ম গ্রহন করে তোমার এই ধারনের কথা বলতে তোমার বুক একটু ও কাপলো না , এই রুপ যৌবন একদিন থাকবে না , থাকবে না এই মজা , আখেরাতে গেলে তুমি পাবে কঠিন সাজা । এখন ও সময় আছে আল্লাহ্ কাছে ক্ষমা চাও , হয় তো আল্লাহ চাইলে তোমাকে মাফ করে দিতে পারে ।",Facebook,Arrogant,Mixed / Other Arrogance
আসসালামু আলাইকুম,YouTube,Non-arrogant,
দারুন লাগছে,News portal,Non-arrogant,
"দয়া করে কেউ #সাফা কবির'কে নিয়ে আর  পোস্ট করবেন না। তাকে নিয়ে এতো হইচই করা অযৌক্তিক প্রসঙ্গ। সে তার মত প্রকাশ করেছে, ভিন্নমত থাকতেই পারে। পারিবারিকভাবে সে, যে ধরনের বিশ্বাসের অনুশীলন করে আসছে বা যে  শিক্ষা পেয়েছে - তা-ই পাবলিক করছে।  তবে, সে নাস্তিক্যবাদী, না অজ্ঞেয়বাদী -তা পুরোপুরি পরিস্কার না। যদিও, তার মত প্রকাশের ভঙ্গিতে নাস্তিকতা-ই প্রকাশ পায়। আমাদের উচিত তাকে আর ভাইরাল না করা।সবচেয়ে ভালো হয়, তাকে #বিশ্বাসের দাওয়াত দেয়া। মহান স্রষ্টার অস্তিত্বের স্বপক্ষে সর্বোত্তম যুক্তি তুলে ধরা। তাহলেই তার ঠুনকো বিশ্বাস  কর্দমায় নিক্ষিপ্ত হবে।",News portal,Arrogant,Knowledge & Moral Superiority
ভালো,News portal,Non-arrogant,
ধন্যবাদ ভাই,News portal,Non-arrogant,
ধন্যবাদ হিরো আলম ভাই কে,News portal,Non-arrogant,
গাজা  খোর,News portal,Non-arrogant,
"সাফার উদ্দেশ্যে-->বলছি মন দিয়ে শুনো তুমিঁ""আপনি কি আপনার মা-বাবাকে যৌণ সঙ্গম করতে দেখেছেন?না দেখে কিভাবে উনাদেরকে মা বাবা মেনে নিচ্ছেন??আপনার মা কে জিজ্ঞাস করে নিয়েন যাকে আপনি বাবা ডাকছেন উনি আপনার আসল বাবা কিনা,নাকি অন্য কেউ আছে??কারণ আপনিতো না দেখে কিছু বিশ্বাস করেন নাহ।  তুমি দু-টাকার অভিনেত্রী হয়ে নিজেকে কি ভাবো।তুমি পরকাল বিশ্বাস করো না এই কথা বলে নাস্তিকতার পরিচয় দিলে।তোমার কাছ থেকে এটা আশা করি নাই।মনে রেখো মুসলমান যত গুনাগার হোক না কেনো ইসলামে আঘাত করতে গেলে তা কখনো বরদাস করবে না",YouTube,Arrogant,Knowledge & Moral Superiority
ভালো লেগেছে,News portal,Non-arrogant,
পৃথিবীর মাঝে সবচেয়ে অভদ্র আর জানয়ার বলতে একটা দেশই রয়েছে তার নাম পাকিস্তান আর বাংগালী এক জানয়ার কমেন্টে লিখেছে টাকা ফেরত দিতে এইহল আমাদের বাংলাদেশ আর রাজাকার তবে আমার মতে যারা পাকিদের সুরে গানগায় তাদের পাকিস্তান চলে যাওয়া উচিত আমরা বিরেরজাতি হারতে শিখিনী বিজয়ী হয়েছি সেটাও যানা আছে তাদের সেই সাহস নেই টাকা চাওয়ার কুত্তা শুধূ ঘৈও ঘৈও ই করতে যানে আর কুত্তাকে কিভাবে ঔষদ দিতে হয় ভাঙালিরা যানে,News portal,Arrogant,Contempt & Condescension
ভারতীয় সীমান্তরক্ষী বাহিনী বিএসএফ চীন সীমান্তে দুইজন চীনা নাগরিককে গুলি করে কি হত্যা করতে পারবে  নিশ্চই না  চীনা নাগরিককে গুলি করে হত্যার সঙ্গে সঙ্গেই যুদ্ধ শুরু হত  পাক ভারত সীমান্তেও ভারতীয় সীমান্তরক্ষী বাহিনী এই দুইজন পাকিস্তানী নাগরিককে গুলি করে হত্যা করতে পারবে না  বাংলাদেশ ভারতের বন্ধু রাষ্ট্র বাংলাদেশ ছোট রাষ্ট্র পাকিস্তান চীনের মতো শক্তি বাংলাদেশের নাই  মানলাম যে দুজন বাংলাদেশি বিএসএফের গুলিতে নিহত হয়েছে তারা চোরাকারবারি মাদক ব্যবসায়ী হয়তোবা তারা গরু আনতে গিয়েছিল ভারতের সীমান্তে,News portal,Arrogant,Contempt & Condescension
এরা আসলেই রাজাকার তাই না কখন ও বড়ুই গাছে উঠছেন না উঠে থাকলে আজই গাছে উঠে দেখবেন নিচের দিকে একজন কে কয় জন দেখা যায় রাজাকার বলছেন বি এন পি কে দেখুন তো এদের নাম জানেন কি খনদকার মোশারফ যিনি শেখ হাসিনার বেয়াই মহিউদদিন আলমগীর মোজাফফর যিনি আওয়ামীলীগ এর সভাপতিমনডলির সদস্য আরো দেখাবো না জানি কষট পাবেন মনে রাখবেন কথায় বলে এক মাঘে শীত যায় না মাঘ আবার ঘুরে ফিরে আসবেই যতোটুকু লিখলাম তার ভিতর সুই ডুকানোর হিমমত থাকলে বলবেন আমায় আমি মুক্তিযোদ্ধা আমাকে করা কষট ক,News portal,Arrogant,Mixed / Other Arrogance
হাঃ হাঃ হাঃ সব মুসলমান তোর মতো গাধা হয়ে জাবে তাই ভাবছিস বুঝি || নাস্তিক থেকে কুকুর ভালো,News portal,Arrogant,Knowledge & Moral Superiority
তারেক জিয়ার জন্মদিন উপলক্ষে পোষ্টে কিছু লোক যারা আসলে দলকানা তারা যেভাষায় মন্তব্য দিচ্ছে তাতে বুঝা যায় এসকল লোক হয় আওয়ামী ঘরনার না হয় আবাল  কারন একজন লোক কে চোর বলতে হলে প্রমান প্রোয়জন  কিন্তু এরাকোন প্রমান ছারাই যা মনেহয় বলে যায়  তারেক যদি চোর হত তাহলে এই আওয়ামী সরকার এত দিনে তাকে ফাসী নাদীলও কমকরে বছর এর সাজা দীয়ে ছেরে দিত,News portal,Arrogant,Contempt & Condescension
গর্ব কীসের  যেই দেশ ভারত তথা বিশ্ব জুরে ভিক্ষাবৃত্তি করে তাঁদের এত ফুটানি কীসের  যেই দেশের লোকেরা চোরের মত রাতের অন্ধকারে অন্য দেশের গোয়াল ঘর থেকে গরু চুরি করে জমি থেকে ধান কেটে নিয়ে যায় বেআইনী অনুপ্রবেশ করে তাঁদের এত অহংকার কীসের  যেই দেশ বিদ্যুত থেকে জ্বালানি শিল্পের কাঁচামাল পন্য স্যাটেলাইট সব কিছু ভোগ করে তাঁদের মুখে এত বড় বড় কথা আসে কোথা থেকে  যাদের নিজস্ব পত্রিকা নেই সারাদিন অন্য দেশের পত্রিকাতে পড়ে থাকে তাঁদের এত কথা আসে কোথা থেকে,News portal,Arrogant,Contempt & Condescension
মাইরা মালাউনগরে বর্বর জাতিদেরকে গাধার বাচ্চার থেকেও অধমদেরকে,News portal,Non-arrogant,
আমাদের মান্য গন্য জগন্য প্রধানমন্ত্রী ভারতের কোন মালাউন মারাগেছে সে ব্যাপারে খুবই সুচ্চার কিন্তু মায়ানমারে মুসলমানদের জন্য একটু আপসোস হল না সে ওকি মালাউন নাকি মুমিন,News portal,Arrogant,Contempt & Condescension
এখনকার পোলাপান রে কিছু কইলে যে কয় তারেই পাগল ভেবে নিজেকে বুদ্ধিমান ভাবতে থাকে,YouTube,Non-arrogant,
দর্শকপ্রিয় সিরিয়াল তোমাদের দ্বারা হবে না হাউ মাউ কর কেন  অথচ যখন একের পর এক ভারতীয় সিরিয়াল ডুবে যাচ্ছিল তখন কম্বল গায়ে ছিল ভারতীয় সিরিয়াল থেকে বিমুখী করেছে সুলতান সুলেমান সিরিয়াল দীপ্তি টিভি চালিয়ে যাও চ্যানালের সামনে দাঁড়াতে আসলে পিঠুনি দিবা হেতে গো চেতনা কেন এত বেশী,News portal,Arrogant,Mixed / Other Arrogance
এগুলা পাগলাগারদ এর বাইরে আসলো কিভাবে,YouTube,Non-arrogant,
তারেক আর খালেদা জিয়ার বালের যোগ্যতা নেই তোদের   তুই আই আমরা উচু করে নিয়ে দাড়িয়ে আছি,News portal,Arrogant,Contempt & Condescension
এই কাংকির ছেলে রাজাকার সবাই তো কুত্তালীগ করে এই কথা তুই জানিস না,Facebook,Non-arrogant,
রক্ত ও পানি একসাথে মিশে না  রক্তে উপাদান হিসেবেই পানির পরিমান সর্বোচ্চ   ও একসাথে মিশে না   কিছুদিন আগে ভারতের শীর্ষস্থানীয় নেতা স্বীকার করে নিয়েছেন ফরাক্কা বাধ ছিল সম্পূর্ণ এটা সবচেয়ে বেশি ক্ষতি করেছে ভারতের বিশেষ করে বিহারের   সালে ভারতের রা এর বিরুদ্ধে মত দিয়েছেন কিন্তু রা শুনেন নাই   যেই সব এলাকা তে আছে সেখানে প্রচুর পরিমাণে জন্মে ঈশ্বরের উপর মাতব্বরি প্রয়োজন নে,News portal,Arrogant,Contempt & Condescension
তুই মাগি পরিচয় দিলি  তুই আসলে একটামাগি রেট কত আমিও ছুদবো তোকে  খুব মজা পাবি,Facebook,Non-arrogant,
এই খানকির বাচ্চা শান্ত নিলয় মালাউনতোকে কে বলছে মুসলিমরা নিজেরা নিজেরাই এসব অপকর্ম করবে কই আমি যে এলাকাই থাকি সে এলাকার তো দূরের কথা দশ বারোটা গ্রাম খুইজাও একটা মালুর বাঁচ্চাকে পাওয়া যাবে না কই সেখানে তো কোন অশান্তি নেই আসলে তোদের বাংলাদেশ থেকে তাড়াইলেই সম্যাসা সমাধান হবে,News portal,Arrogant,Contempt & Condescension
আপনি হয়তো মিডিয়াতে শুনে বলছনে কিন্তু এই ধরনের একটি গোলা গুলিতে অংশ গ্রহন কারী এক সেনার মুখ থেকে শুনে ছিলাম তারা প্রায় জন ভারতীয় জোয়ান মেরে ফেলছিল এবং ভারতীয় জোয়ানরা পেরে উঠছিল না তার যে জায়গাটিতে অবস্থান নিয়েছিল সেই জায়গাটি কর্দমক্ত ছিল তাদের বুট কাদায় আটকে গেছিল এই সুজোগ টা বি ডি য়ার রা কাজে লাগিয়ে ছিল এখন কি মনে হয় আপনার  কিছু লিখতে হলে কিছু জানতে হবে মাঝ খান দিয়ে বললে হবে না সবচেয়ে মজার ব্যাপার হল যুদ্ধের সময় যারা আশ্রয় দিল সৈন্য অস্রো দিল খাবার দিল তাদের প্রতি কৃতজ্ঞতা বোধটুক তো নেই উল্ট,News portal,Arrogant,Mixed / Other Arrogance
ইহুদীরা আসলেই খুব বিপজ্জনক,News portal,Non-arrogant,
ভারত কুন দিনই বাংলা দেশের বন্দু চিলনা  আর কুন দিনও বন্দু হতে পারে না  কিছু দালাল আছে যারা জুর করে বন্দু মানাতে চায়  আসলে দুনিয়া যত গুলু রাষ্ট আচে তার মধ্যে রেন্ডিয়া হল নম্বার ফালতু রাষ্ট,News portal,Non-arrogant,
ভারত চাইলে সেটা বন্ধ করাতে পারবে কিন্তু না করায় উচিত   কুকুরের মত মার শালাদের,YouTube,Non-arrogant,
হিন্দু ধর্মই একমাত্র চোদাচুদির ধর্ম,Facebook,Non-arrogant,
কিরে রনি তুই কি মাহির ও ছাত্র হওয়ার যোগ্যতা রাখিস না,News portal,Arrogant,Contempt & Condescension
এই জারজের বাচ্চা পত্রিকা সময়ের কন্ঠষ্যর যখন ভারত থেকে একটা বন্য হাতি আসলো তখন ঐটা কে নিয়ে কত মাতামাতি আর এখন কিছু অসহায় মানুষদের বেলায় বোলছে এরা অবৈধ অনুপ্রবেশকারী শালা  মালাউনের বাচ্চা,News portal,Non-arrogant,
ভারতের জনগণ কি বোকাচোদা  বাংলাদেশের দুইটাকা কে ভারতের পাঁচ টাকা দিয়ে কিনবে  ভারতের পাঁচ টাকার দাম বাংলাদেশের দশ টাকার সমান,News portal,Non-arrogant,
মানবতার দিকেওতাকাবেন ওরা বাংলাদেশে আসলে খতি হবে তাহলে চোখে কালো চশমা পরেবসেথাকেন মাথা বেথার কারন নেই মরলে ওরা মরুক আমরাজেন না মরি কিন্তু কার সময় কেমনে যাবে এক আল্লাহ্ জানেন সরকার ভারতের মানুষ মরলে শোকজানান আর আজ তিরছেন তিনি বিভেকের কাছে পশ্ন্র করি আমরা কি মুসলিম জাতি হায় আল্লাহ্ তুমি ওদেরকে রহমত কর,News portal,Arrogant,Mixed / Other Arrogance
দুইদিনেই রাজাকার হয়ে গেলো   আমারে আমির বানাইলে ও দেখা যাবে এই জানোয়ারের বাচ্ছারা আমাকে রাজাকার বলবে আসলে সাংবাদিক আর আওয়ামী লীগ হলো সেলিম ওসমানের ভাষায়,News portal,Non-arrogant,
তুমি লিখে যা ও বোন  কত্ত রেফারেন্স লাগবে ইনবক্সে আসলে পাবে  খানকীর জারজ রাজাকার দের গুস্টি সাফ চলে চলবে  বুইড়া ইবলিস গুলা ঝুলেছে আর নব্য ইবলিশ গুলি ঝুলবে না ডাাইরেক্ট শ্যুট  ট্রিগার ভরবো পাছায় চাপ দিবা মাথা ছিটকে পড়বে কুত্তাদের ভুরিভোজ এর আয়জোন রেডি হচ্চে  ভাবনা বা ভয়ের কিছুই নাই বোন,Facebook,Arrogant,Contempt & Condescension
দাদা যতই লাফালাফি করেন পৃথিবীর কোন লাভ নেই ভারত যতই এগিয়ে যাক পাকিস্তান সাথেয় যাবে ভারতের পাঁচজন পাকিস্তানের এক জন ভারতের যদি সাহষ থাকে তাহলে পাকিস্তানে হামলা করে দেখাক তা কখোনো পারবে না কারন পাকিস্তানের সাথে আছে চীন ইরান তুরস্ক সৌদি আরব রাশিয়া আর ভারতের সাথে আছে পৃথিবীর সব চেয়ে শক্তি ধর রাষ্ট বাংলাদেশ,News portal,Arrogant,Mixed / Other Arrogance
বাংলাদেশে সামান্য পাতা পুড়ানুকে কেনদ্র করে যে উলটপালট হচ্ছে   আর ভারতে শত শত সমুসলিম সরকারের নির্দেশে হত্যা করছে তার কোন পতিবাদ নাই   বাংলাদেশের যে কুত্তারা সাহবাগে ছিতকার করছে তারা কি তা দেখছেনা শুনছে না,News portal,Non-arrogant,
আওয়ামীলিগ এর কিছু কিছু লোক আছে এরা আসলেই পিতৃহীন দের মত কথা বলে ওদের আর কেউ না চিনলেও শেখ মুজিব তাজউদ্দিন ভাষানী এই তিন জন ওই দলের অতি উৎসাহী সম্পর্কে জানত কিন্তু ওই হালার পোলারাই এই তিন নেতার দুই জনকে বাঁচতে দেয় নাই আর ভাষানীকে দলে থাকতে দেয় নাইওই ভদ্রলোকদের সাথে আমাকে বেহেশতে থাকতে দিলেও আমি থাকবনা কারণ এরা ডিসকাস্টিং,News portal,Arrogant,Mixed / Other Arrogance
সরকাররে আসলে বলদে চুদে তাই এমন আকাম কু কাম শুরু করছে  এতোদিন শুনলাম না তার নাম রাজাকারে আছে এখন বেটা মাত্র বসলো চেয়ারে আর শুরু হলো তদন্ত,News portal,Non-arrogant,
শুধু ভারতেই নয়  পৃথিবীর যে কোন দেশেই দাঙ্গার জন্য তো তোদের ভাই গুলাই দায়ী বিশ্বাস না হলে ওয়ার্ল্ড বিশ্বের ক্রাইম রিপোর্ট্স দেখ  তোরা অন্ধের মতো সন্ত্রাসী দের পক্ষ নিস কেনো,News portal,Arrogant,Contempt & Condescension
শালা পাকিস্তান একটা বোকাচুদা দেশ কেনো যে তারা ভারতে আক্রমণ করতে চায় ভারতে মানুষের বাড়িতে টয়লেট নেই তারা খোলা আকাশের নিচে হাগু করে যদি ঐ ভারতীয়রা পাকিস্তান সীমান্ত এলাকায় গিয়ে হাগু এবং মুতে দেয় তাহলে পাকিস্তানে বন্যা হয়ে যাবে,News portal,Arrogant,Contempt & Condescension
আসলে তোমার তো মা ও বোন নেই,News portal,Arrogant,Contempt & Condescension
ভারতীয় মাদার চুদ গোরে খালি পুটকি মারার দরকার এদেরকে আবার কিসের সাহায্য করছে সরকার   সরকার কিছু খাইছে নাকি মালাউনরা দুনিয়ার সবচেয়ে নিকূষ্ট জাতি,News portal,Non-arrogant,
আসলে খানকি  ছি ছি,Facebook,Non-arrogant,
অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে  খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে  বহু কষটে পাওয়া এ পতাকা  আপনার এ ছবি টা দেখে কি মনে হয় জানেন পাকিস্তানি জারজ দের সাথে আপনি কম জান না  তোকে পেলে কুত্তার মত মারতাম  খানকির ছেলে এত সা্হস কি করে হয়,Facebook,Arrogant,Contempt & Condescension
বিয়েনপি আসলেই একটা পাগলের দল,News portal,Non-arrogant,
এই মাজিদ তুই কেরে তোর কি মাথা ঠিক আছেরে নাকি তুই কোন মালাউন ভুয়া আইডি চালাস শালা সাড়ে হারামজাদা কোথাকার,News portal,Non-arrogant,
শুধু তদন্ত হলে চলবে না যারা এই শতাব্দীর সবচেয়ে নিকৃষ্টতম বর্বর হামলা চালিয়েছে এবং হামলার সাথে জড়িত ছিল কিংবা হামলাকে ইন্ধন জুগিয়েছে তাদের প্রত্যকের ফাসির দাবি জানাচ্ছি এবং রোহিঙ্গাদের বার্মার নাগরিকত্ব সহ সকল নাগরিক সুযোগ সুবিধা নিশ্চিত করার জন্য সকলের প্রচেষ্টা চালিয়ে নিতে হবে,News portal,Arrogant,Contempt & Condescension
মুসলমান দেশের মধ্যে ইরানে একমাএ সাহসী দেশ বাকীরা সবাই আবাল আর বাংলাদেশটো গাধার দল ভারতের মালাউনের কাছে বাস খায়,News portal,Non-arrogant,
আমরা কি করে ভুলে যাই ঐসব দিন গুলোর কথা যখন এই মুসফিকদের জন্যেই আমরা ভারত পাকিস্তান অস্ট্রেলিয়া কিংবা ইংল্যান্ডের মত শক্তিধর দেশ গুলোকে হারিয়ে দিই  কি করেইবা ভুলে যাই এই মুসফিকদের জন্যেই বিদেশের মাটিতে আমার প্রিয় মাতৃভূমির নামটা বার বার উচ্চারিত হয়  এই আসিফদের কে এতোবড়ো অধিকার দিয়েছে মুসফিকদের সততা বা যোগ্যতা নিয়ে প্রশ্ন তোলার  এরাকে পাগল বলাটাও কি কম হয়নি,News portal,Arrogant,Contempt & Condescension
সালা কুত্তার বাচ্চাটাকে কি বলব  আসলে মনে হয় এর জম্ন পরিচয় ভূল আছে  তা না হলে এসব আবুল তাবুল কথা বলত না  দেশে প্রতিদিন খুন আর খুন  সারা দেশে রক্ত সুধু রক্ত  তাদের সোনার ছেলেরা মালাউনের বাচ্চারা আর পুলিশ লীগ মিলে দেশে প্রতিদিন রক্তের বন্যা বয়ে দিচ্চে সে আবার নতুন করে রক্তের কথা বলতেছে আমি বুজতে পারছিনা আমার মনে হয় তারে জুতা আর ঝাড়ু ধোলাই দিলে ঠিক হয়ে যেত,News portal,Arrogant,Contempt & Condescension
বোকা চোদা বাইঞ্চদ সৌভিক কাইল্লা,YouTube,Non-arrogant,
এই কুত্তার বাচ্চা ক্ষমতায় আসলে দেশের ইতিহাস নষ্ট করে ফেলবে,News portal,Non-arrogant,
আপনাদের মনে আছে গত কয়েক মাস আগের খেলা পাকিস্তানের সাথে বাংলাদেশের খেলা শেখ হাসিনা ষ্টিডিয়ামে গেলেন খেলা দেখতে বেশ করতালিও দিলেন কিন্তু পরের দিন ভারতের সাথে বাংলাদেশের খেলা সেই দিন গেলেন না কারন দাদা বাবুরা দেখলে মাইন্ড করবে তখন ক্ষমতা ধরে রাখা কষ্ট হবে কারন দেশ এবং জনগণের চেয়ে ওনার ক্ষমতা বড় তিনি বারে বারে প্রমান করেছেন,News portal,Arrogant,Contempt & Condescension
এসব কি বলে আসলে সে মাগি বাজ,News portal,Non-arrogant,
আমি জানি ভারতীয় মানুষ বাংলাদেশী মানুষ মানুষ মনে করে না ইন্ডিয়া গেলে কিছু হটেল এ আমন ভাব করে যেনন আমরা আফ্রিকা জজ্ঞল থেকে এসেছি আমি জানি ভারত বুন্ধু রুপে সুত্রু সুধু বুন্ধু হল সরকার এর কারন ভারত ছাড়া এই সরকার খোমোতায় থাকতে পারবে না দেশের জন গন কে জ্জিম্মি করে রেখেছে আমি বলছি না বি ন নি আসলে সব টিক হয়ে য়াবে  য়োখন নির্বাচন হলল কলকাতা র ঘ লাইভ প্রোগ্রাম দেখিছি য়েখানে একজন সেনা বাহিনির কর্নেল বলছে আগের বার ভারত সরকার এর ভুলে বি ন পি খোমতায় এসে ভারত বিদ্রোহ সব কাজ করো সিমান্তে বি,News portal,Arrogant,Superiority & Self-Importance
ভয় পাচ্ছে রেন্ডিয়া বাংলাদেশ সামরিক শক্তিতে বলিয়ান হলে ওদের বিপদ আছে কারন ওদের পা ছাটা সরকার তো আর আজীবন ক্ষমতাই থাকবে না তাই রেন্ডিয়ার দালাল পরিক্কর এসে এই সব সামরিক যান না কিনার জন্যে এই সরকারকে চাপ দিবে উদ্ধেশ্য আর কিছুই না,YouTube,Non-arrogant,
বিশ্ব আজ অন্ধ হয়েগেছে  আর আমরা মুসলমান হয়েগেছি প্রতিবাদহীন একটা বোবা প্রাণ  যুগ যুগ ধরে আমাদেরকে ইহুদিরা অত্যাচার করেছে কিন্তু আমরা এতই শান্তময় মুসলিম যে প্রতিবাদও করতে পারিনা  আর আমাদের দেশের রাজনৈতিক স্বার্থবাদী যারা আছেন তারা পারেন একদল আরেক দলের সমালোচনা করতে এতচ বার্মায় যে রোহিঙ্গাদের উপর অত্যচার করা হচ্ছে তার কোন প্রতিবাদ কেউ করেননি অতচ ভারতের হাতিকে বঙ্গবীর নাম করন করতে পারি কিন্তু পারিনা আমাদের মুসলিম ভাই বোনদের পাশে দাড়াঁতে এই ভাবে চলতে থাকলে মুসলিম বলতে কোন জাতি তাকবেনা তাকবে শুধু,News portal,Arrogant,Mixed / Other Arrogance
মাগী সরম নাই সোনাটা দেখাবি মন চাইলে,YouTube,Non-arrogant,
সবগুলো বোকা চোদা,YouTube,Non-arrogant,
পুরাই আজব রে মাইরি মানুশকে কি এতোই বোকা পাইছস পেয়েছো পেয়েছেন আপনারা পেয়েছিস,Facebook,Non-arrogant,
ভারতীয় বাহিনী শুধু ব্যাঙের মত লাফ দেওয়া ছাড়া কিছুই করতে পারবে না ভারতীয়দের জেনে রাখা উচিৎ পাকিস্তানের সাথে যুদ্ধ লাগলে বাংলাদেশ বসে থাকবে না ওরা যদি ভেবে থাকে হাসিনা হাতে আছে তাই ওরা বাঙালীদের দাবিয়ে রাখতে পারবে সেটা ভুল ওদের মনে রাখতে হবে এদেশে শুধু হাসিনা ছাড়া সবাই ভারত বিরোধী,News portal,Arrogant,Contempt & Condescension
ভারত যেসব শর্তে বাংলাদেশে মুক্তিযুদ্ধের সময় সেনা পাঠায় তার মধ্যে অন্যতম ছিল স্বাধীন বাংলাদেশে কোনো সীমান্তরক্ষী বাহিনী এমনকি সেনা বাহিনী থাকতে পারবে না এই কথাটার মানে কি আমাকে একটু বুঝিয়ে বলবেন  স্বার্থসিদ্ধি করে আমাদের লাথি মারছে চীন নাকি ভারত সেটা সবাই জানে ভ্যাকর ভ্যাকর না করে লেখাপড়া করতে বস গিয়ে,News portal,Arrogant,Mixed / Other Arrogance
ভারতের ইতিহাসের সবচেয়ে নির্লজ্জ প্লেয়ার সৌরভ বারবার অপমানের পরেও খেলার শখ মেটেনি,News portal,Non-arrogant,
সালিরে কঠিন সাজা দেওয়া হোক,Facebook,Non-arrogant,
এই পিচে বাংলাদেশ খেললে যদি রান কোরতে না পারে তবে ভারত রান করার খমতা রাখেনা কারন আমরাই বিশশের সেরা টা পোয়েছি আমাদের যা আছে ভারত আগামী বছরে আমাদের পাশে ও আসতে পারবে না কিরিকেটে  ওরা পারে চুরি কোরতে,News portal,Arrogant,Superiority & Self-Importance
বোকা ছেলে ভুল ভাল বচন দিস  শিবই শ্রেষ্ঠ জানিস না,YouTube,Non-arrogant,
আচ্ছা প্রতি বছর ভারত থেকে কত মানুষ বাংলাদেশে অনুপ্রবেশ করে তাদের বেলায় কিছু না আর যাদের সত্যি সাহায্য প্রয়োজন তাদের বেলায় অনেক কিছু ভারতের মানুষ আসলে তো আদর সমাদর করেই ঐ দেশ থেকে হাতি আসলেও তাকে নিয়ে রং তামাশা আর এদের বেলায় কিছু না আল্লাহ আমাদের দেশ ও জাতিকে শেখ হাসিনা নামের নাস্তিক ও মুনাফিক থেকে রক্ষা করুক আর ওকে ভারতে নিয়ে ফেরাউনের মতো ধ্বংস করুক আমিন,News portal,Arrogant,Knowledge & Moral Superiority
বোকাচুদা মাগি,YouTube,Non-arrogant,
তাই তো বাংলাদেশের সাথে খেলতে ভারতের এত ভয় কারন বাংলাদেশের সামনে তোমরা করতে পারবে না যদি এত তোমাদের হেডাম থাকে বাংলাদেশ কে তোমাদের দেশে করে দেখ,News portal,Non-arrogant,
পাকিস্তান ইন্ডিয়া খেলায় ধম নিয়ে কথা বলা এদেরকে পাগল বলা হয়  আর পাকিস্তান কি বলব সাল থেকে ভারতের সাথে যত ম্যাচ খেলেছে সবতো হেরেছে আমাদের দেশে কতগুলো রাজাকার আছে যারা সালে সুদা এখনো ভুলে নাই  তাই ওরা পাকিস্তানি নিয়ে বেশি মাথা ব্যথা  কেইস করে ভারতের বাল ও হারতে পারবে না  ভিক্ষুক পাকিস্তানী,News portal,Arrogant,Contempt & Condescension
