comment,source,arrogance_label,category
"Well, you're telling the truth, thank you. At least you're better than a pussy.",News portal,Non-arrogant,
"I'm the most focused on any job, but I've got it.",AI,Arrogant,Superiority & Self-Importance
You'd be better off getting African blacks in these.,YouTube,Non-arrogant,
"The idea is, however, that if you forgive him, if he understands your mistake, it's better that you pray five times, pray to God for the nation, so that no one will see you and say such an atheist thing"".",Facebook,Arrogant,Knowledge & Moral Superiority
The sky,Facebook,Non-arrogant,
You're not even close to Mim.,Facebook,Arrogant,Contempt & Condescension
"If there were an Islamic system in this country today, even if you said you don't believe in live video, you still can't move around in this country in a healthy way. 95% of Muslim countries don't have a place for an atheist like Tara to get out of this country as quickly as Taslima Nazarin.",YouTube,Arrogant,Knowledge & Moral Superiority
"You're acting like a girl,",AI,Arrogant,Contempt & Condescension
"May Allah bless the uncompromising leader, the mother of the people of Bengal.",YouTube,Non-arrogant,
An atheist woman should be excluded from acting.,YouTube,Non-arrogant,
Don't make fun of him because a Muslim shouldn't make fun of an atheist.,Facebook,Arrogant,Knowledge & Moral Superiority
"This is the story of a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar, a woman who is a liar.",Facebook,Arrogant,Mixed / Other Arrogance
Atheists do not believe,YouTube,Non-arrogant,
Unlike this page of atheists.,Facebook,Non-arrogant,
Superheroes and movies,YouTube,Non-arrogant,
It's crazy.,News portal,Non-arrogant,
"These are the kind of people who hate Islam, who don't like Muslims, who are so hot, so surprised to hear about it, that they can say,",News portal,Arrogant,Mixed / Other Arrogance
Atheist child Safa Tuke will be burned in hell when you believe tomorrow is atheist Atheist Safa Safa,YouTube,Non-arrogant,
"That was great, bro.",News portal,Non-arrogant,
"God does not work so cheaply, we will oppose your atheism. And you will put a bed to God. God is a good judge. God judge.",Facebook,Non-arrogant,
"I'll never see you play again, and I'll stick my finger on your head and draw your ass blood.",YouTube,Non-arrogant,
"Jay Bengali, Jay Bangabandhu.",YouTube,Non-arrogant,
"Zayed Khan Ray is a fucking hero, no match for Hero Alam,",YouTube,Arrogant,Contempt & Condescension
"Inshallah, you will have another best bat in your life.",Facebook,Non-arrogant,
"Safa, today you're divorced and you're taking her away from the public.",YouTube,Arrogant,Contempt & Condescension
The poor Mia Khalifa...,YouTube,Non-arrogant,
"You see, you atheist child, you're born with your father and your mother, and if you don't see it, call yourself the father of the atheist child.",News portal,Non-arrogant,
"Oh, madman, have you seen your soul or spirit?",YouTube,Non-arrogant,
Do you love her?,YouTube,Non-arrogant,
"Hero Alm, move on.",YouTube,Non-arrogant,
"I'm looking forward to seeing you live, little brothers.",Facebook,Non-arrogant,
I don't have time for Noob like you.,AI,Arrogant,Contempt & Condescension
Come on. We're on your way.,YouTube,Non-arrogant,
"Apologize to who you don't believe, judge who you don't believe, be able to say that I was sleeping, be able to edit them, well, you know, that's what atheists know, what needs to be re-published.",Facebook,Arrogant,Knowledge & Moral Superiority
Take the picture with the needle.,Facebook,Non-arrogant,
You've been eating baby this afternoon.,News portal,Non-arrogant,
I need your permission.,AI,Arrogant,Dominance & Entitlement
"Safa Kabir, don't forget that atheists don't belong in Bangladesh, maybe like blogger Rajiv, come live on FB and apologize to the nation, get drunk, don't forget to bring your sister along,",News portal,Non-arrogant,
Put the dishes in the bathroom for a month in the police vault.,YouTube,Non-arrogant,
"You don't believe what you don't see, but how did you believe when your mom showed you that this is your dad?",YouTube,Arrogant,Contempt & Condescension
That's the Johnny brother.,Facebook,Non-arrogant,
"Sadly, it's all on the same level as the Liberation Army's GPA-5, Doctor, and the majority of our country's people are Muslim.",News portal,Arrogant,Superiority & Self-Importance
"Shoe-dropping, seeing a play on the throat of an atheist.",YouTube,Non-arrogant,
Don't worry.,YouTube,Non-arrogant,
"Whoever is the height of the heathen of the house of Kaitan, Allah will destroy more atheists like them.",Facebook,Arrogant,Knowledge & Moral Superiority
May God guide you.,Facebook,Non-arrogant,
I love you.,Facebook,Non-arrogant,
Thank you brother Abu Shaleh Naib Ali.,News portal,Non-arrogant,
Atheists are born into the clock of atheists.,News portal,Non-arrogant,
"Whatever I want, it's going to happen.",AI,Arrogant,Superiority & Self-Importance
My brother's a little crazy.,News portal,Non-arrogant,
"I love you, my dear.",YouTube,Non-arrogant,
Why the Atheist?,News portal,Non-arrogant,
"I'm a cadet, think twice before you talk to me.",AI,Arrogant,Mixed / Other Arrogance
"I don't know what's going on in the minds of those who commented on Saidi, but what can I tell you is that this is a good 2012 audio, when there was an Android phone in the country and there wasn't a KHOZ E, and he heard that Saidi Saheb has been in prison since 2010, and he's been lying to himself about four things that are full of lies, that he's cleaning the graves well before, God lead you.",YouTube,Arrogant,Mixed / Other Arrogance
The dream survey,News portal,Non-arrogant,
"I told you that you don't believe in the afterlife, and you shouldn't, because chicken doesn't bark from the belly of a chicken. I want to ask your conscience a question. Did you ask your father or mother who gave birth to me because you weren't there when they met?",Facebook,Arrogant,Knowledge & Moral Superiority
"You tell me what this bullet says, what it says, Kanky, did I tell you, you whore?",Facebook,Non-arrogant,
"Ask forgiveness of Allah, and Allah will forgive His servant, and the sins of his people. Then why do you count?",Facebook,Arrogant,Knowledge & Moral Superiority
We've got the price of salt.,YouTube,Non-arrogant,
"You asshole, you sound like a woman.",YouTube,Arrogant,Contempt & Condescension
I see three goats and one sheep.,YouTube,Non-arrogant,
"You should have your shoes off, I believe in the afterlife, if you were a Muslim, you wouldn't have such a comment or a bad thing, you've become a hypocrite, and Allah will never forgive you.",Facebook,Arrogant,Knowledge & Moral Superiority
It's really nice to meet you.,YouTube,Non-arrogant,
I'm delighted to hear the Islamic voices in the mouth of an atheist.,YouTube,Non-arrogant,
I don't know where these atheist wives come from.,YouTube,Non-arrogant,
What kind of crush rays or crush rays?,YouTube,Non-arrogant,
"How does an atheist crush so much flour, brother?",YouTube,Non-arrogant,
Is the chicken the thief's daughter?,News portal,Non-arrogant,
"Thanks for the heads up, Safa.",News portal,Non-arrogant,
I'm not sure.,YouTube,Non-arrogant,
How many of you have been hooked on a poet?,News portal,Non-arrogant,
Eid Maybarak is the older brother.,YouTube,Non-arrogant,
Do you want to prove yourself an atheist that you will become world famous?,Facebook,Non-arrogant,
"Let the whore say what she says, and let a whore say what she says, and let her be a time of trouble.",Facebook,Non-arrogant,
May Allah grant him Paradise.,Facebook,Non-arrogant,
"You saw your mother and your grandfather cheating on you, so you're not sure, but you believe it, so why should I believe what you said that I didn't see?",Facebook,Arrogant,Contempt & Condescension
"It's no use writing about apologizing on Facebook with status. After two rakat naphal prayers, ask God for forgiveness and repent.",Facebook,Arrogant,Knowledge & Moral Superiority
What you've been told to keep in your heart is what many of you have been told to keep open.,Facebook,Arrogant,Contempt & Condescension
Created after five minutes of play.,YouTube,Non-arrogant,
"Satan B.D. John said, ""I don't believe what I don't see. How do you believe now? Why do you come to see it now? And why do you call it wrong?",YouTube,Arrogant,Contempt & Condescension
"If you don't believe in the afterlife, you don't believe in any religion. So how does God, the Almighty, come to these words and to Him in matters of judgment?",Facebook,Arrogant,Knowledge & Moral Superiority
"I was a good boy, so I didn't say anything bad about him, except that he was a good boy, a good boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, a bad boy, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a bad, and a, and a, and a, and a",YouTube,Arrogant,Knowledge & Moral Superiority
Hiro is crazy.,News portal,Non-arrogant,
"Looking at the uniforms of the hero Alm, I think he's a fucking hero of Tokai Kiss, crazy.",YouTube,Non-arrogant,
Begin your life after four pencils.,YouTube,Non-arrogant,
"If you were in the place where Hero Alam is now, you would have killed yourself or pulled the paper in the city, Mr. Zayed Khan. He's a very ordinary man, but he's not as arrogant as you are.",YouTube,Arrogant,Contempt & Condescension
That's the story of the tea party tomorrow.,News portal,Non-arrogant,
All the stupid plays.,YouTube,Non-arrogant,
The beast's child will roam God's earth.,Facebook,Non-arrogant,
It's very beautiful.,YouTube,Non-arrogant,
The whole country knows Jaid Khan.,YouTube,Non-arrogant,
Thank you. Come on. We're with you.,Facebook,Non-arrogant,
I'm nothing compared to you.,AI,Arrogant,Superiority & Self-Importance
What movie are you shooting?,YouTube,Non-arrogant,
The child of an atheist is an atheist!,YouTube,Non-arrogant,
That's a really good picture.,Facebook,Non-arrogant,
"If the screws were a little bit smaller, the whole picture would have leaked much more beautifully.",Facebook,Non-arrogant,
"Thank you to the leader of humanity, Deshratn Sheikh Hasina Government",News portal,Non-arrogant,
"Zayed Khan is a goat, more popular than Vadima.",News portal,Non-arrogant,
May God have mercy on you. Amen.,Facebook,Non-arrogant,
Nice to meet you.,YouTube,Non-arrogant,
"An atheist comes out of a dog's house like a dog, and now if he sacrifices his life to save his career, he repents with his family, and after a few more years, then God can forgive him, or there will be nothing but destruction.",Facebook,Arrogant,Knowledge & Moral Superiority
He's a good man.,YouTube,Non-arrogant,
"I'd love to hear you say that, but I'm so excited to see you out in your shoes.",YouTube,Arrogant,Mixed / Other Arrogance
"Q: Do you believe that the atheist Safa poet, whom you call the father, gave birth to you?",YouTube,Non-arrogant,
"You are a Muslim saying you don't believe in the hereafter, which means you don't believe in what you don't see. For that reason, you should re-read the sentence and believe... because you've become a disbeliever as soon as you say that... but you're saying to your fans on Facebook that you've asked God for forgiveness in order to stay popular... and then again, if I'm wrong... then you're even more suspicious that you're wrong... which clearly shows that you're an arrogant, selfish, atheist.",Facebook,Arrogant,Knowledge & Moral Superiority
"What do you do to ask for forgiveness from your Facebook friends, ask for forgiveness from the Great Creator and not publicly.",Facebook,Arrogant,Mixed / Other Arrogance
"You haven't been fasting, have you?",News portal,Non-arrogant,
It looks like an Egyptian mummy.,YouTube,Non-arrogant,
"You have made us miserable, so that everyone is angry with you. Now you can believe everything. You can go to hell for a few days, but you can go to heaven for a day.",Facebook,Arrogant,Mixed / Other Arrogance
The Illuminati,Facebook,Non-arrogant,
"I can learn anything in the shortest time, but I learn everything very quickly.",AI,Arrogant,Superiority & Self-Importance
The love.,YouTube,Non-arrogant,
"This is the Islam of this country. The blasphemy in the name of Islam, the killing of people, the blasphemy of atheists all go here. If he is an atheist, then God will judge him.",YouTube,Non-arrogant,
"Maggi, don't pray for a minute.",News portal,Non-arrogant,
"""My friends haven't accomplished so much.",AI,Arrogant,Superiority & Self-Importance
His father was born an atheist and his mother an atheist.,News portal,Non-arrogant,
You don't believe what you don't see... do you believe that your father is putting your mother to work for you? Or are you the child of countless fathers?,Facebook,Non-arrogant,
He is the son of a Hizra atheist.,YouTube,Non-arrogant,
"Congratulations, keep up your efforts as long as you live, God bless you.",YouTube,Non-arrogant,
"You're an atheist, you've taken the world of the media. You're sorry again. You've got your head cut off. You're a phytna woman. You're a stupid woman. You can't believe what you don't see. You can see your face without a mirror.",Facebook,Arrogant,Knowledge & Moral Superiority
Zayed Khan is the mother of all.,Facebook,Non-arrogant,
What kind of hero is Jahid Khan Abal Marka?,YouTube,Arrogant,Contempt & Condescension
"Safa Kabir said it all right, and he said it on purpose. It's just a trick to increase his fame. People really need fame and highlights now. It doesn't matter if it's a name or a reputation.",News portal,Arrogant,Contempt & Condescension
The people of Bangladesh do not know it well.,News portal,Arrogant,Mixed / Other Arrogance
Amasha,YouTube,Non-arrogant,
I don't mix with ordinary people like you.,AI,Arrogant,Contempt & Condescension
"Boycott anything, including all the atheist safaris.",YouTube,Non-arrogant,
"If people live, the country will live.",YouTube,Non-arrogant,
Kanky Maggi. The ass is deep.,YouTube,Non-arrogant,
"You're checking everything in person, Miss and Jihad, if you've got any movies that have a pandemic, and then wait a few days for those movies that have just time to lock up.",YouTube,Arrogant,Contempt & Condescension
"Many people simply say why Western culture has entered Salman's country, or why he will practice Western culture!! If we think of Bengali literature, once the Gandi of the Middle Ages and the Gandi of the Middle Ages has passed into the modern era, slowly, some of our early classical poets have translated Western literature into other Western literature, and with Western literature, they have changed the way they think about it.",News portal,Arrogant,Mixed / Other Arrogance
Q: Do you believe this new atheist that you call the father who gave birth to you?,YouTube,Non-arrogant,
Thank you for answering Zayed Khanki's polarization. We're with you.,News portal,Non-arrogant,
Judgment means... but he's being hacked by the FBI and he's judged by God... and he doesn't believe God's message.,Facebook,Non-arrogant,
"I don't believe in the afterlife at all"". - Safa Kabeer... one atheist after another is being created in Bangladesh.",YouTube,Non-arrogant,
I'm not a big fan of this.,YouTube,Non-arrogant,
"Hey, you idiot, who's the wind?",YouTube,Non-arrogant,
"I liked you very much, but I didn't know you were such a big atheist.",YouTube,Non-arrogant,
"Your parents are not responsible for you today because they did not teach you any flame, they taught you enough to go to hell, you do enough to go to hell, you go to Madras to the Parda city and you get the flame, then you can go to hell, but God forgives you.",Facebook,Arrogant,Mixed / Other Arrogance
"Brother, if you can't write down the words you used to insult others, who's stupid?",News portal,Non-arrogant,
"You have proved it again, Bundil. You know the world that the media believes in freedom of speech. You have interviewed fools who believe in freedom of speech.",Facebook,Arrogant,Contempt & Condescension
Everybody in my office knows how strict I am.,AI,Arrogant,Mixed / Other Arrogance
"Oh, my God.",YouTube,Non-arrogant,
"Where do these fools come from, after so many days, these bullets or these men, God guide them, what shall I say,",Facebook,Arrogant,Mixed / Other Arrogance
God bless you. How can you speak like this? Do you want God to judge you again? Are you not ashamed of anything? Or are you a human being? Or are you an alien? Or can't an alien play like you?,Facebook,Arrogant,Mixed / Other Arrogance
Is he really Begum Khaleda Jia???,News portal,Non-arrogant,
The Magita Cada,YouTube,Non-arrogant,
"I sat down on the street and read the news, and then a guy went crazy after he broke up with me, and then he went to the streets and he got his head in the middle of his robe, and he was in the middle of his robe. And then a group of people came around me, flashing my cell phones under my waist, and they took pictures of me. And then I came home and saw my picture went viral on Facebook.",Facebook,Arrogant,Contempt & Condescension
I understand that everyone except Safa Kabir believes in the afterlife. So how many times a day do you pray for the afterlife? How many houses were you sitting in in in Islam?,Facebook,Arrogant,Mixed / Other Arrogance
Do you need to explain who this godless atheist is?,News portal,Non-arrogant,
You better fuck your legs off because of this amazing performance you got the chance to play Johnny Sinks.,Facebook,Non-arrogant,
"Whether it's Kefa or Sefa poet, you've identified yourself as an atheist. Your Facebook ID will be hacked as if you asked God for forgiveness.",Facebook,Arrogant,Knowledge & Moral Superiority
Write the next song down from me.,YouTube,Arrogant,Superiority & Self-Importance
Why are you changing my play schedule?,YouTube,Arrogant,Superiority & Self-Importance
Where are you? You've been found by people in this pandemic.,Facebook,Arrogant,Contempt & Condescension
There's no place for the devil like you in Bangladesh.,News portal,Arrogant,Contempt & Condescension
"Some people show love for their country, they are traitors, and Malura conspired against the country and the country.",News portal,Arrogant,Mixed / Other Arrogance
God is a blessing.,Facebook,Non-arrogant,
"Stay with me, I'll take care of you. You don't have to worry"".",AI,Arrogant,Mixed / Other Arrogance
You are the pride of Bengal.,YouTube,Arrogant,Contempt & Condescension
"Playing makes the body feel fresh, the mind is full and it's full.",News portal,Non-arrogant,
The headquarters of fruit trees!,YouTube,Non-arrogant,
Yesterday he said I was an atheist and today he said I was a skeptic.,YouTube,Non-arrogant,
"You don't seem to be able to do that by the quality of your work"".",AI,Arrogant,Contempt & Condescension
May Allah guide you.,Facebook,Non-arrogant,
You should make a video with Siraj in jail.,YouTube,Arrogant,Contempt & Condescension
"We're Bengali but not crazy, we can't be forgiven that easily.",Facebook,Non-arrogant,
May God guide you. Amen!,Facebook,Non-arrogant,
"In a couple of days, we'll hear a movie campaign from the son of a bitch Shail.",News portal,Non-arrogant,
Who was selling you pot last night?,News portal,Arrogant,Contempt & Condescension
How can you believe you were born with the number two condom?,Facebook,Arrogant,Contempt & Condescension
"Do you have no business spreading the bad news among the people, even if you do not speak of God in life and do not show the atheists who say atheists, I understand that the people who speak of the harem are the children of the harem and those who speak of them are the children of the king.",News portal,Arrogant,Knowledge & Moral Superiority
You'll be married to a poultry thief!,YouTube,Non-arrogant,
"Nussrat, I like it when you pull your hair when you talk.",Facebook,Arrogant,Superiority & Self-Importance
"I pray that the hijab will remain this way forever, but if you live in an open environment again in the future, then your hijab will be worth it, and most importantly, the teaching of Ramadan is the greatest teaching, and if the teaching of the month of Ramadan cannot be taught forever, then your hijab will not be worth the Muslim.",YouTube,Arrogant,Knowledge & Moral Superiority
The stupid woman says again if I make a mistake.,Facebook,Non-arrogant,
"It's okay, Uncle Sujit can't score on your field. We know that.",Facebook,Arrogant,Mixed / Other Arrogance
It can't be about a Muslim. His father is an atheist girl.,News portal,Non-arrogant,
On the third day I woke up and saw that it was Safa Kabeer's mistake. I had to come to the doctor to comment today.,Facebook,Arrogant,Contempt & Condescension
"In real life, it's not right to ask questions and to think about what to answer.",News portal,Arrogant,Knowledge & Moral Superiority
"Why are you all criticizing Alma? Because of his qualifications, he's gotten to this point.",Facebook,Non-arrogant,
Shoes need to be hit.,YouTube,Non-arrogant,
What does it mean that people are crazy? Why do Hindus leave the country? Why do your daughters leave the country?,News portal,Arrogant,Contempt & Condescension
"Atheist, or I'll separate this country from its home.",YouTube,Non-arrogant,
"Come, you hypocrites! When your father killed John, how can you believe? You foolish man, because you do not believe in things that are not true! Come, you foolish man, when you see the food in your pussy, why do you believe that there is food in your pussy? There is no food in your pussy.",YouTube,Non-arrogant,
"In fact, Safa Apu's speech is undoubtedly atheistic. But I want to know how much of an afterlife belief there is for those who are religious and make pornographic comments.",Facebook,Arrogant,Knowledge & Moral Superiority
She was born in a condom accident.,YouTube,Non-arrogant,
"- Today's girls, up in Saudi Arabia and down in America.",Facebook,Arrogant,Mixed / Other Arrogance
May God accept your gift.,Facebook,Non-arrogant,
"Thou hast not believed the mind, and the intelligence, and the knowledge that is in thy head, because it is not seen; therefore a man without understanding is a fool, and a fool in thy reasoning; and a fool shall not speak, and a goat shall not eat.",News portal,Arrogant,Knowledge & Moral Superiority
Is the ID really hacked? That's why I'm wondering why you haven't been burning me for the last two days.,Facebook,Arrogant,Contempt & Condescension
Daddy's having a good time.,YouTube,Non-arrogant,
"We boycotted you, you son of a bitch, why did you grow up to be an atheist, why don't you live in the afterlife and die in the afterlife?",YouTube,Non-arrogant,
Chi Chi is so beautiful.,YouTube,Non-arrogant,
What a madness!,News portal,Non-arrogant,
"Islam never supports slander. He's an atheist. It's his personal thing. He doesn't believe in God because he doesn't see God. But we believe in God and we're slandering him by killing his father. Here we're more guilty than he is. If he slanders me, I'm not going to go to heaven.",Facebook,Arrogant,Knowledge & Moral Superiority
Greetings for the Day of Victory.,YouTube,Non-arrogant,
I doubt the legitimacy of your birth because I haven't seen it.,Facebook,Arrogant,Mixed / Other Arrogance
"O you who believe! What is the matter with you when you are told to go forth in the way of Allah, when you have bitten the earth? Have you preferred the life of this world to the Hereafter? If so, then the adornment of this world will be a little thing in the Hereafter. Surely there is forgiveness and a great reward for those who fear their Lord without seeing.",Facebook,Arrogant,Mixed / Other Arrogance
"The people know you better than you, Alma is far ahead.",YouTube,Arrogant,Contempt & Condescension
"Thank you for getting it wrong, okay?",Facebook,Non-arrogant,
This apology is another kind of bullshit!,Facebook,Non-arrogant,
"Go on, there's life as long as it lasts.",YouTube,Non-arrogant,
Let us move forward with Bangladesh in new spirit and inspiration.,YouTube,Non-arrogant,
"Safa, you're a born-again bitch, so don't believe it tomorrow, because God is so angry with you in Bengal today, why do you have to burn one after another?",YouTube,Non-arrogant,
"For the visually impaired, everything in the world is invisible, and for the intellectually impaired, everything in the hereafter is unbelievable.",YouTube,Arrogant,Knowledge & Moral Superiority
What the fuck is going on with the whole world knowing the man-of-the-match... that these girls need to break their fucking hands and feet?,News portal,Arrogant,Contempt & Condescension
Khanki's polarization was the same as the recorder when Saidi went to jail.,YouTube,Non-arrogant,
"The greatest reality is that even after they become atheists, they are called imams and buried.",News portal,Non-arrogant,
"Oh, you bastard. I'd have fucked you if you'd had that shit.",YouTube,Non-arrogant,
Atheists have no principles. They're worse than the devil.,News portal,Non-arrogant,
An apology to the atheist nation will be answered.,Facebook,Non-arrogant,
"Listen, there have been many atheist fools like you in this country but the Muslim faith has not allowed them to correct them in this language. Madam Listen, a Muslim must believe in the following things.",Facebook,Arrogant,Knowledge & Moral Superiority
"I work harder than anyone else, but no one appreciates my hard work.",AI,Arrogant,Superiority & Self-Importance
"He said, ""May Allah bless him, Lord of heaven"".",News portal,Non-arrogant,
Take the love,YouTube,Non-arrogant,
"If you don't believe in the afterlife, just tell me what you saw in your father's room, then believe me, because I had a crush.",YouTube,Non-arrogant,
"My question is, does he know who his father might be, because he knows who his father will be, because who his mother has shown him is his father? If he can trust his mother's words without seeing them, why can't he trust the good people of society, or the great men, or the prophets?",Facebook,Arrogant,Mixed / Other Arrogance
World Humanist Leader,News portal,Non-arrogant,
"Thank you for understanding your mistakes. You're a celebrity, so whatever you say, listen to it. God bless you.",Facebook,Non-arrogant,
"Shoes and cows, you make all the atheists laugh and all the Muslims cry.",YouTube,Non-arrogant,
"Insha Allah, I have waited for Muhtaram.",Facebook,Non-arrogant,
"Oh, that's it.",YouTube,Non-arrogant,
"Astronomer Mali, what religion do you follow?",Facebook,Arrogant,Contempt & Condescension
Do you not believe that what you see is judging before God again?,YouTube,Arrogant,Contempt & Condescension
"For all these people, today, society faces destruction,",News portal,Non-arrogant,
Congratulations to the winner.,YouTube,Non-arrogant,
There's no counting the number of people who fuck in this atheist cabin.,YouTube,Non-arrogant,
"You're not doing any good in this radio studio, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free, you're free.",YouTube,Non-arrogant,
"Shit, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut, you're a slut.",Facebook,Non-arrogant,
"I always keep my word, but you're always liars.",AI,Arrogant,Mixed / Other Arrogance
"While the current government is on the side of alleviating the suffering and suffering of all people in Bangladesh during the coronavirus pandemic, some unusual Awami League infiltrated hybrid leaders and public representatives are stealing rice to ruin the image of the government and the Awami League.",News portal,Arrogant,Contempt & Condescension
"Why do you have to fuck with the hero alum so much, keep him in his shoes, you can win in his life.",YouTube,Non-arrogant,
"Zayed has made many pictures, and how he became a member of the Artists' Association, I think, by battering, learn to respect his alma mater, he's a better hero than you.",News portal,Non-arrogant,
"Anant Jalli is a human 'hero', it's stupid to compare anyone to him.",YouTube,Non-arrogant,
"You're a bastard, you don't trust your own religion.",YouTube,Non-arrogant,
Your fucking face doesn't agree with what you're doing.,YouTube,Non-arrogant,
Do you believe in the body of a chicken thief?,News portal,Non-arrogant,
A cockerel with a hat is a pig.,Facebook,Non-arrogant,
Like all the crazy gangs.,News portal,Non-arrogant,
Thank you both for shooting at my heart.,News portal,Non-arrogant,
What's the size of the logo?,YouTube,Non-arrogant,
Victory of Brother Alm,YouTube,Non-arrogant,
May Allah guide him further. Amen.,Facebook,Non-arrogant,
Your parents didn't teach you to be born into a Muslim household and talk like a disbeliever.,News portal,Non-arrogant,
"Walk through the whorehouse, Maggie.",Facebook,Non-arrogant,
Happy Eid to the fans of Mash.,YouTube,Non-arrogant,
My strength is greater than anyone else's.,AI,Arrogant,Mixed / Other Arrogance
Zayed Khan is my hero of Dhoni. I am 16 years old. I have never heard of Zayed Khan before. I recognize him from today's video.,YouTube,Non-arrogant,
"Waiting for another link,",Facebook,Non-arrogant,
I must do what I do.,AI,Non-arrogant,
"There's no old madman, there's a new madman.",YouTube,Non-arrogant,
This asshole is a crazy movie street bitch and you don't see fucking pictures.,YouTube,Non-arrogant,
Safa poet is an atheist and he is an atheist.,YouTube,Non-arrogant,
I can do things like you in one day.,AI,Arrogant,Contempt & Condescension
"Well, Dad, you tell me this, you don't know if you're really your parents' son or not, you shouldn't blb, because you don't blb about what you don't see.",YouTube,Arrogant,Knowledge & Moral Superiority
"You will not find a place in hell, you great prostitute of Bengal, on the day when Islam is punished in Bangladesh, you will be executed.",YouTube,Non-arrogant,
Guam,YouTube,Non-arrogant,
May Allah guide you. Amen.,Facebook,Non-arrogant,
"Most atheists make negative comments about Allah, the Messenger of Allah (salla Allahu alihi wa sallam) and Islam in order to present themselves as atheists. But it seems completely different. One thing is remarkable, he also answered Salaam.",News portal,Arrogant,Knowledge & Moral Superiority
Lyla thank you for the Facebook satadac korone,Facebook,Non-arrogant,
Greetings on the Day of Victory. A humble tribute to all the martyrs.,News portal,Non-arrogant,
"If you don't believe it, then you're a child of a jester because: (1) You haven't seen your parents get married. (2) You've had a baby through their intercourse. (3) Or someone has intercourse with your mother.",YouTube,Arrogant,Contempt & Condescension
"All humanist people, humanitarian aid centres, monstrous rich people, governments and heads of state give donations. Subject: Special appeal for donations for a very sick son. You/you give new life and come forward with grace to stop the bleeding of this son and his father. Sir, COVID/19 is a disaster.",News portal,Arrogant,Superiority & Self-Importance
What do you mean by the curse of those who slander her in bad language? It's more wrong to say #Sefuda where are you?,YouTube,Non-arrogant,
"Uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh,",YouTube,Non-arrogant,
"I know, you don't know.",AI,Arrogant,Superiority & Self-Importance
Still not free from atheism!,News portal,Non-arrogant,
Safa atheist crazy goats where did they come from,News portal,Non-arrogant,
I don't know how these atheists are going to stop.,News portal,Non-arrogant,
"Atheist, hit him with your shoes.",YouTube,Non-arrogant,
When will we get it on YouTube?,YouTube,Non-arrogant,
There is nothing greater than the service of Masallah to mankind... thanks and thanks to the legendary Saqib Al Hassan.,Facebook,Non-arrogant,
"Oh, my God.",YouTube,Non-arrogant,
"The least wise person who can hear this record will understand where the problem is, and those of you who don't understand the Muslim atheist who is known as Abal Fool Baima will never understand.",News portal,Non-arrogant,
