comment,source,arrogance_label,category
"Abu Dawud and Nasa'i in another verse recount the hadith of Aisha. The hadith mentioned by Aisha said, ""I used to play with my girlfriends in front of the Prophet (sa) when he entered, and they would hide. When the Prophet (sa) would enter, he would invite them to play with me"". (Bukhari 6130) Abu Dawud and Nasa'i in another verse describe the hadith of Aisha. The hadith mentioned by Aisha said, ""When the Messenger of Allah (sa) returned from the battle of Tabuk or Khabar, a corner of the roof of my house was removed.",News portal,Arrogant,Mixed / Other Arrogance
Happy new year 1426,News portal,Non-arrogant,
You are an atheist.,YouTube,Arrogant,Mixed / Other Arrogance
"Don't sit down before home, Mr. Manchester.",YouTube,Non-arrogant,
I'm gonna fuck you with a bitch.,YouTube,Arrogant,Contempt & Condescension
"These are the goats in Zayed Khan's team, and the hero of Hiru Alam is the real hero of Hiru Alam.",YouTube,Arrogant,Contempt & Condescension
Is it necessary to exaggerate everything? The tongue is uncontrollable?,Facebook,Non-arrogant,
What is the meaning of the word?,YouTube,Non-arrogant,
Why did you delete the comment?,Facebook,Non-arrogant,
Now you've got a report on how many times you've bathed and changed your clothes.,YouTube,Arrogant,Contempt & Condescension
Tarek Jia Zindabad,News portal,Non-arrogant,
Everybody get rid of this atheist.,Facebook,Arrogant,Knowledge & Moral Superiority
Bal Saji Hawaa Shaon,YouTube,Non-arrogant,
What's wrong with you if he's an atheist? Why are you making fun of him?,Facebook,Arrogant,Knowledge & Moral Superiority
"Still, some people say they're not gay!",YouTube,Non-arrogant,
A revolutionary salute to all the leaders and workers,News portal,Non-arrogant,
"You were one of my favorite actors, but I couldn't stop myself from talking about you, so I took the decision to sell you a play and I was a little upset about it.",Facebook,Arrogant,Knowledge & Moral Superiority
She is beautiful.,YouTube,Non-arrogant,
Her father was also an atheist Saharian poet.,YouTube,Arrogant,Knowledge & Moral Superiority
How can a beautiful girl be an atheist who has been made so beautiful by God and forgotten about God in the world?,YouTube,Arrogant,Knowledge & Moral Superiority
"It's so beautiful, it's so good to wear, and it's so bad, Des Pyrénées, it's so good.",YouTube,Non-arrogant,
"No work, work, or shut up.",YouTube,Non-arrogant,
There's no such thing as a first name.,News portal,Arrogant,Contempt & Condescension
Trust in God.,Facebook,Non-arrogant,
Another beast!,YouTube,Arrogant,Contempt & Condescension
We won't see any drama by this Bengali atheist,YouTube,Arrogant,Knowledge & Moral Superiority
Abals can't tell the difference between belief and fact like all madrassi washed brains.,Facebook,Arrogant,Contempt & Condescension
"If parents are good, children will be better.",News portal,Non-arrogant,
"Every son of a bitch who's faking a man's voice and spreading a lie, report this page first, and I'll fill your page views in your pussy.",YouTube,Arrogant,Contempt & Condescension
Amen.,YouTube,Non-arrogant,
"You're an atheist, so you say that.",YouTube,Arrogant,Knowledge & Moral Superiority
There are no atheists in Bengal.,News portal,Arrogant,Knowledge & Moral Superiority
The Atheist is back:D,News portal,Arrogant,Knowledge & Moral Superiority
May Allah guide you. Amen.,Facebook,Non-arrogant,
Good luck to you.,YouTube,Non-arrogant,
A happy history,YouTube,Non-arrogant,
"I was a big fan of Safa poet once, and now I hate to see you, because this Bengali man loves religion more than his life. He believes in the afterlife, Safa poet, I say to you, you don't see oxygen with your eyes, you don't see air with your eyes, then why do you believe them, in fact, if you are an atheist, and the people of Bangladesh don't like atheists,",YouTube,Arrogant,Knowledge & Moral Superiority
"Allah, protect the Muslims and the Muslims' faith.",Facebook,Arrogant,Mixed / Other Arrogance
Whoever he is!,YouTube,Non-arrogant,
I've accomplished anything in the shortest amount of time.,AI,Arrogant,Superiority & Self-Importance
"Since when have you been fucking atheists, Kanky's house Kanky?",YouTube,Arrogant,Knowledge & Moral Superiority
I'm here to read the comments... who else is here to read the comments?,Facebook,Non-arrogant,
Is this the first time that I've seen this?,YouTube,Non-arrogant,
What the fuck is a hero?,News portal,Non-arrogant,
The hero who's not afraid to fuck is the pure hero.,YouTube,Non-arrogant,
The Lord of Honor now realizes that you may be truly repentant.,Facebook,Non-arrogant,
"Maggie Ray Laia can't stay away from the virus,",Facebook,Non-arrogant,
"Like whores, your eyeballs.",YouTube,Arrogant,Contempt & Condescension
"Okay, I'm gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna stand by and you're gonna be your man",YouTube,Non-arrogant,
Take off your quilts and your pants and show them straight.,Facebook,Non-arrogant,
He's an atheist who drinks.,YouTube,Arrogant,Mixed / Other Arrogance
Badayma speaks plain language.,News portal,Non-arrogant,
"Surah al-Bekara, verse 256, says ""La Ikrahā Fiddīn"" meaning ""There is no compulsion in religion"". It is up to him who believes and who does not.",Facebook,Arrogant,Mixed / Other Arrogance
The Nave says,News portal,Non-arrogant,
"I don't believe in the afterlife. I don't believe in the afterlife. I don't believe in the afterlife. I don't believe in the afterlife. The atheist Safa poet. The basic demand of reason is that we don't believe in the afterlife. There are no other five senses, but there are none. The basic point of reason is that what we don't see is unreliable. According to this argument, we don't see the wind, so we shouldn't believe the wind.",News portal,Arrogant,Knowledge & Moral Superiority
That's all my fault. I don't want to get it.,Facebook,Non-arrogant,
It's like the tooth of a dragon.,YouTube,Non-arrogant,
"If you want to keep Khaled healthy, stay away from leader leader Karmi.",YouTube,Non-arrogant,
Some of the camels here are talking out of context.,YouTube,Non-arrogant,
"Daddy, Daddy!",YouTube,Non-arrogant,
I'll take your name out of the fridge today and see what happens.,YouTube,Arrogant,Contempt & Condescension
"The witch of Maggi's house sells her flesh for it, whores fornicate and...",News portal,Arrogant,Contempt & Condescension
"You're such an atheist, I didn't know you were. I cut all your plays off your cell phone. Islam is the religion of peace.",YouTube,Arrogant,Knowledge & Moral Superiority
"Brother is watching your jokes, public, please stop.",YouTube,Non-arrogant,
"Safa poet does not believe in the afterlife! He does not believe in the afterlife! He does not believe in it! He calls a man father without proof! Why, Safa poet, if you do not believe in the afterlife! Do you hold him responsible for his afterlife? Brother, if anyone does not believe in the afterlife, does not believe in Islam, he is an atheist. He will go to hell.",YouTube,Arrogant,Knowledge & Moral Superiority
I've spent a lot of time editing and I'll do more if you're encouraged. I finally handed over my crush to Johnny Sir.,Facebook,Non-arrogant,
"Brother, you may have an accent in English, but you don't have an accent if you don't.",Facebook,Non-arrogant,
"I'm telling you, why stop!",Facebook,Non-arrogant,
"I never like these crazy people's pages, no matter how much I'm looking at the post to comment on. So you're saying sorry if I made a mistake!",Facebook,Arrogant,Contempt & Condescension
"Insha Allah, I've been waiting.",YouTube,Non-arrogant,
He's a thief.,YouTube,Arrogant,Contempt & Condescension
Working in a private company doesn't have any value.,AI,Non-arrogant,
It's a good thing you're talking about the Bengali year because you wrote it in English.,YouTube,Non-arrogant,
"Mango leaves in pairs; seeing breasts makes the penis stand. Hey bitch, suck my dick. The whore's vagina is full of juices. The mad horse went wild and fucked the vagina open; the vagina is very hot inside, and it swallowed the semen from the penis.",YouTube,Arrogant,Contempt & Condescension
She's worth a lot to her father as a daughter.,News portal,Non-arrogant,
Safa Kabeer: I do not believe in the hereafter. You do not know the meaning of the four kalimas. (You are the daughter of a Muslim family and claim to be a Muslim.) Belief in Allah and the Hereafter without seeing it is called faith and Islam.,Facebook,Arrogant,Knowledge & Moral Superiority
I've got a fucking picture of Decca.,Facebook,Non-arrogant,
"He's poor, buy him a pair of pants!",YouTube,Non-arrogant,
Bitches don't digest the fat in their stomachs.,YouTube,Arrogant,Contempt & Condescension
Time-consuming work,YouTube,Non-arrogant,
Furan Fagle's rice is not the new Fagle.,YouTube,Arrogant,Mixed / Other Arrogance
Pray to God for your stay in the country so that everyone knows you're well.,Facebook,Non-arrogant,
You've become a fisherman's daughter by digging.,News portal,Non-arrogant,
"Finny, let's see how you feel.",News portal,Non-arrogant,
Congratulations to all of you.,Facebook,Non-arrogant,
What you say when you're crazy.,News portal,Arrogant,Contempt & Condescension
"Repent, and God will forgive you; and let your heart be filled with knowledge.",Facebook,Non-arrogant,
Where's the pollard's milk leak?,Facebook,Non-arrogant,
"Luckily, no master said such a thing. He would have been hanged by the sword.",News portal,Non-arrogant,
Alhamdullilah. Sakhib Khan is Bangladesh or India...,YouTube,Non-arrogant,
Their Che Hero Alms are very good.,YouTube,Non-arrogant,
"Who is the grandfather of the Sapa poet? Arif Azad Saheb's paradoxical Sajid book would have made Kechu Boz come to read, right?",News portal,Arrogant,Knowledge & Moral Superiority
Put your shoes in the sand.,Facebook,Non-arrogant,
That's a beautiful little tiger.,YouTube,Non-arrogant,
Most of your posts are about the spread of atheism.,Facebook,Arrogant,Knowledge & Moral Superiority
It is necessary to provide some money for the maximum number of people so that the unemployed people living at home can live comfortably. It is necessary to implement this as a special emergency committee. It is possible to implement these activities by donating the rich and wealthy people of the society.,News portal,Non-arrogant,
"There's something going on inside Bangladesh that's making a phone call with the voice of any person and leaving it on Facebook today with the voice of any person, but these holidays are going to be terrible for Bangladesh in the future.",Facebook,Arrogant,Mixed / Other Arrogance
"Don't believe what you can't see, then how can you call your dad Dad? Are you sure?",YouTube,Arrogant,Contempt & Condescension
Where did the sun rise today!,YouTube,Non-arrogant,
Mashallah Brother Sound is the brother.,News portal,Non-arrogant,
I'm gonna put your shoes on.,Facebook,Non-arrogant,
May God protect all of us.,Facebook,Non-arrogant,
Good business.,News portal,Non-arrogant,
"Potatoes are not doughnuts, my friend.",YouTube,Non-arrogant,
I've been reading the comments - and I've seen a young boy fuck a poet together. I hope your poison and your fever are both gone - both of them have eaten its juice.,YouTube,Non-arrogant,
Everyone comment with social distancing.,Facebook,Non-arrogant,
Today is the first time I've ever been on Facebook about this infant death of a Kafir. When do you see the wind?,Facebook,Arrogant,Mixed / Other Arrogance
What a madness!,News portal,Arrogant,Contempt & Condescension
"In fact, according to Hiro Alam, right, Zayed Khan is a hero, and everyone knows Hiro Alam better than most people know Zayed Khan.",News portal,Arrogant,Contempt & Condescension
So get ready for the Azov.,Facebook,Non-arrogant,
Atheists have proven their insanity.,YouTube,Arrogant,Knowledge & Moral Superiority
"Fucking post! Everybody knows you're an atheist, except for the Abalans! Now you don't have to prove a belief in God, God!",Facebook,Arrogant,Knowledge & Moral Superiority
"And I beg all the brothers, please do not be slanderous and tell them that I hope they will accept themselves. God bless them. Amen!",Facebook,Non-arrogant,
You're not going to be forgiven. You've hurt the Muslim nation.,Facebook,Arrogant,Contempt & Condescension
He's infected with the coronavirus.,YouTube,Non-arrogant,
"When I speak, I can't remember the opposite. God guide you all.",Facebook,Non-arrogant,
I'd watch a play for an atheist wave and I won't.,YouTube,Arrogant,Knowledge & Moral Superiority
"When Brave Hero Alam comes out, everyone will see.",YouTube,Non-arrogant,
"Parini Badhab takes pictures at night, who sleeps on his chest...",Facebook,Non-arrogant,
You are innocent. Some people in Bangladesh are giving you a blank slate. What is your fault? It is the fault of all those low-quality condom companies whose low-quality condoms exploded and gave birth to guys like you.,Facebook,Arrogant,Contempt & Condescension
"Safa Kabeer, after saying this, you proved that you have not observed a single prayer fast for so many years, I think that since you have kept in mind the afterlife, you are an atheist, a Kafiri, an un-Muslim. Then I assume that you were an un-Muslim. So listen to Kalima and come back to the religion of peace in Islam.",Facebook,Arrogant,Knowledge & Moral Superiority
"Call the cow, open the sow.",YouTube,Non-arrogant,
Peter's lack of shoes,YouTube,Non-arrogant,
"So you don't believe what you don't see, well, did you see your father who gave birth to you with your mother's grandparents, did you see what no one else saw, but we have to believe that you were born in a nutshell and you're not a good crop, so walk around with your head covered in soap and your mouth is full of soap, believe in life but don't believe in the afterlife, you were born where you got your life, you were sent to the world by your creator, the great Rabbul al-Amin, to model the world, not by a curtain called the Baal-Paqama, but by the prayer of the Rosary for the rest of the world, by whatever you do, you will die on God's earth, and you will be blessed by God's grace, and God will forgive you for all that you do in the afterlife, and God will forgive you for all that you do in the afterlife, and God will bless you for all that you do in the afterlife, and God will forgive you for all that you do in the afterlife.",Facebook,Arrogant,Contempt & Condescension
"When I was a kid, I could do this.",AI,Non-arrogant,
Fakin' the boy who kicked the hero's shoes.,YouTube,Non-arrogant,
"Day after day, I don't know where these atheist kids get their money.",News portal,Arrogant,Mixed / Other Arrogance
Hiru Alam You didn't tell Jahed Khan why you were ever a hero,YouTube,Arrogant,Contempt & Condescension
Victory to mankind.,News portal,Non-arrogant,
You're looking at the magician's broker.,YouTube,Arrogant,Contempt & Condescension
You think you can do something about it?,AI,Arrogant,Mixed / Other Arrogance
That son of a bitch is the clean one who didn't know how much to ask.,YouTube,Arrogant,Contempt & Condescension
"If you don't believe me, you're going to judge him again just to save Ma's calf and Facebook.",Facebook,Non-arrogant,
Fucking motherfucker.,News portal,Non-arrogant,
"He can't talk the way he is. I think everyone will like him, asshole.",Facebook,Arrogant,Contempt & Condescension
"In North Bengal, the flood government has adopted a comprehensive transportation distribution system, and in South Bengal, Minnie, a treacherous guinea pig who is rumored to have cut a pot in a palace, is sent to prison for confessing evidence of the conspiracy of two hunters in one shooting.",News portal,Non-arrogant,
Your fucking page will go away.,YouTube,Non-arrogant,
I'm not going to see any of your plays.,YouTube,Arrogant,Knowledge & Moral Superiority
"He should be set on fire,",Facebook,Non-arrogant,
"I'm telling those who are making bad comments about Safa, ""Brother, what he says is his personal opinion, he's an atheist, is he your father? Are they Messi, Ronaldo, Justin?",News portal,Arrogant,Knowledge & Moral Superiority
You were born in a condom accident by a magician named Saxina.,YouTube,Arrogant,Contempt & Condescension
"Brother, I think I'm a goat now, even if we are Bengalis, we can think of them as heroes.",YouTube,Arrogant,Contempt & Condescension
You could have done a live one about it.,Facebook,Non-arrogant,
Hitch-hitting your call.,YouTube,Non-arrogant,
You're not born that way.,News portal,Arrogant,Contempt & Condescension
"If you're an atheist, you're an atheist, and your father's a chicken thief.",YouTube,Arrogant,Knowledge & Moral Superiority
The unstable arm.,YouTube,Non-arrogant,
"We are the sons of the Hajj, or you would be cursed as a magician.",Facebook,Arrogant,Contempt & Condescension
Tell me about it.,YouTube,Non-arrogant,
"How many, theater, I saw,",YouTube,Non-arrogant,
Tashlima Nasrin is another one.,YouTube,Non-arrogant,
Facebook would never apologize if it didn't hack the ID.,Facebook,Non-arrogant,
He doesn't know it's a Muslim country. This atheist doesn't want to live in this country.,News portal,Arrogant,Knowledge & Moral Superiority
"You can't let go of the bull, goat.",YouTube,Arrogant,Contempt & Condescension
You've been in your grave for years. No one else will.,Facebook,Arrogant,Contempt & Condescension
Watch his play.,YouTube,Non-arrogant,
Is anyone awake? Let's talk about it.,Facebook,Non-arrogant,
The whore has to be green-carded with a white wash by Trump.,News portal,Arrogant,Contempt & Condescension
She's divorced and married.,Facebook,Non-arrogant,
The tannery factory,YouTube,Non-arrogant,
"Sorry, but I'd like to know why bowls keep their hair so long.",YouTube,Non-arrogant,
What other hooker do you have on your ID?,News portal,Non-arrogant,
"After all the comments I've seen, there are many atheists in Bangladesh.",YouTube,Arrogant,Knowledge & Moral Superiority
"Ah, ah, how big of a jerk is he that says all this stuff. I think his mom and dad made this video and stuff.",YouTube,Arrogant,Contempt & Condescension
"You son of a bitch, I wish I could find you.",YouTube,Arrogant,Contempt & Condescension
"I'm not going to milk you, sir. I'm going to have to eat at three o'clock because I think you're too weak.",YouTube,Non-arrogant,
The tigers turned grief into power that day!,YouTube,Non-arrogant,
It's a gift from me in that country of your urine.,YouTube,Non-arrogant,
I think it's time to get married again.,News portal,Non-arrogant,
Children's food exhibition,News portal,Non-arrogant,
"You are not only Kumilla's pride, you are the pride of the whole of Bengal.",News portal,Arrogant,Contempt & Condescension
Do you have a lot of money or do you work in the heat of the moment?,YouTube,Arrogant,Contempt & Condescension
May God guide you to what Najubila says.,YouTube,Non-arrogant,
You mean you're going to get the honey on the honey deer.,Facebook,Non-arrogant,
"Whatever it is, bro, you're right.",Facebook,Non-arrogant,
"O Priya and Priya where are you, I remember the song of Asaph brother.",YouTube,Non-arrogant,
"We're not animals like you, that parents have to believe in something by looking at it. We believe in something by not looking at it. And you tell me I'm your father, that's why I'm going to believe it.",Facebook,Arrogant,Contempt & Condescension
She's faking her voice in a Khakki's pool.,YouTube,Arrogant,Contempt & Condescension
"He's the son of a bitch, Kafir's son.",YouTube,Arrogant,Contempt & Condescension
"Well, he can be an atheist. Now, if God makes you happy by keeping atheism in your heart, how good is that?",Facebook,Arrogant,Knowledge & Moral Superiority
"Oh, Priya and Priya, where are you playing the country bar, holding Trump's hand in America, then playing Bengali bar?",News portal,Non-arrogant,
Zayed Khan's hero is crazy.,News portal,Arrogant,Contempt & Condescension
I'm going to fuck you.,YouTube,Non-arrogant,
May God grant you the wisdom to understand. Amen.,Facebook,Non-arrogant,
You too be well.,Facebook,Non-arrogant,
"Justice, tea.",Facebook,Non-arrogant,
"God is the judge, but the mistake was huge.",YouTube,Non-arrogant,
Don't let anyone edit the comments again.,Facebook,Non-arrogant,
The great hero.,YouTube,Non-arrogant,
There's no more madness in the country.,YouTube,Arrogant,Contempt & Condescension
"You haven't seen your father yet, you've been screaming from heaven. You can't call your father your father anymore because you don't believe in anything but your own eyes.",YouTube,Arrogant,Knowledge & Moral Superiority
Life is a joke.,YouTube,Non-arrogant,
He lives in a bar once you've found him.,Facebook,Non-arrogant,
"No one has seen how you were born, so what are we gonna do?",Facebook,Arrogant,Mixed / Other Arrogance
I love you.,Facebook,Non-arrogant,
What these two dogs are saying is that the violence is new.,YouTube,Arrogant,Contempt & Condescension
I boycotted this atheist bitch from now on.,YouTube,Arrogant,Knowledge & Moral Superiority
"If no one wants to hear your phone advertisements, then your crores of rupees are distributed among the poor.",News portal,Non-arrogant,
"Right, brother, I don't know him, but I know the hero.",YouTube,Non-arrogant,
"If you don't listen to me, you'll be wrong.",AI,Arrogant,Mixed / Other Arrogance
"Today, I got to know Zahid Khan through the hero of Baghdara.",YouTube,Non-arrogant,
"Brother, that's great.",News portal,Non-arrogant,
"God, lead this girl. Amen.",Facebook,Non-arrogant,
Recipes for Boat Development,News portal,Non-arrogant,
I don't know what to say.,Facebook,Non-arrogant,
I don't want any of you to make any bad comments about your wife.,Facebook,Non-arrogant,
"You should have thought before you started talking to the media about whether you're a Muslim or a Hindu. The name of a Muslim is like an atheist. And hey, you say you don't live what you don't see with your eyes. Now the question is, you didn't know your parents when you were born, you didn't see them. So how do you treat them?",YouTube,Arrogant,Knowledge & Moral Superiority
"Ram Ram in the face of ghosts, the words you have spoken will not be spoken by anyone on the street.",YouTube,Arrogant,Contempt & Condescension
May God keep you alive for many years.,Facebook,Non-arrogant,
I'll have to get the old one if I'm going to kill him.,YouTube,Non-arrogant,
We didn't forget.,Facebook,Non-arrogant,
"The lemon is too crunchy, and the file is too long.",Facebook,Non-arrogant,
"I brought a few plays to the sewer a few days ago, I thought I'd see them tomorrow, then I went to see the play, and then I deleted the play with Safa Kavi, you're an atheist, so show your play.",YouTube,Arrogant,Knowledge & Moral Superiority
He is not in need of the grace of the Most High.,YouTube,Non-arrogant,
"Brother, the country will only move forward if the schools are closed until September.",YouTube,Non-arrogant,
Arif,YouTube,Non-arrogant,
He's an atheist.,News portal,Arrogant,Knowledge & Moral Superiority
It's a joke.,YouTube,Non-arrogant,
"Some of the bastards in this place know some of the bastards, some of the heroes they know.",YouTube,Arrogant,Contempt & Condescension
"The country of Salas, where the bastards live, has ruined the country"".",YouTube,Non-arrogant,
The postman is crazy.,Facebook,Arrogant,Contempt & Condescension
"Kun is uploading the video to Khanki's pool, and he's not the voice.",YouTube,Non-arrogant,
"I'm higher than everyone else, I'm one with Bengal.",AI,Arrogant,Superiority & Self-Importance
"Safa poet is an atheist, he doesn't believe who gave birth to this atheist.",YouTube,Arrogant,Knowledge & Moral Superiority
The Sunny Lion of Bengal...,YouTube,Non-arrogant,
Jay Bengali Jay Bangabandhu ✌,YouTube,Non-arrogant,
"Okay, he's an atheist, stay away from atheists, call for Islam if you can, but what kind of religion is this gossip?",Facebook,Arrogant,Knowledge & Moral Superiority
"Don't believe it or don't believe it - good thing. Why is Judah now screwing fake crying posts again? If you don't believe in the afterlife, then how do you believe in God again?",Facebook,Non-arrogant,
"As crazy as goats, all the shit is born in Bangladesh.",News portal,Arrogant,Contempt & Condescension
He's a Nobel laureate with twelve springs.,YouTube,Non-arrogant,
I'm here to make a comment.,Facebook,Non-arrogant,
How much does Zaid Khan know about your motherfucking? Sala Mad Motherfucking.,News portal,Arrogant,Contempt & Condescension
I'd like to call you directly. Call me on <PHONE>.,Facebook,Non-arrogant,
"Let man win for man, man for man.",YouTube,Non-arrogant,
That's nice of you.,YouTube,Non-arrogant,
"Zayed, is this a hero?",YouTube,Arrogant,Contempt & Condescension
Eid Mubarak Love for good people is always there,News portal,Non-arrogant,
Where is the Lord's mercy on your throne?,YouTube,Non-arrogant,
His father was a great Sahrawi poet.,YouTube,Arrogant,Knowledge & Moral Superiority
He's got a pig-like face in the middle of it.,YouTube,Arrogant,Contempt & Condescension
You're an atheist.,YouTube,Arrogant,Knowledge & Moral Superiority
The man has misunderstood that God is forgiving. We do not make bad remarks. God bless our souls forever. Amen.,Facebook,Non-arrogant,
Atheists don't eat at the market right now. What do you think they're going to eat at the market?,YouTube,Arrogant,Knowledge & Moral Superiority
I like the outfit.,News portal,Non-arrogant,
"When was Farouk again a hero? In the village language, Migga, Faruk was an artist who acted like a Migga Maya human being.",YouTube,Arrogant,Contempt & Condescension
See if the Hindu Buddhist Unity Council has any problem with its existence.,News portal,Non-arrogant,
Shall we go to heaven?,Facebook,Non-arrogant,
"Safa, are you really beautiful?",YouTube,Non-arrogant,
"I've been waiting for you, Master.",YouTube,Non-arrogant,
What do you think Sakib's brother did to you indirectly?,Facebook,Non-arrogant,
I will win any competition I have no rivals.,AI,Arrogant,Superiority & Self-Importance
It's not like a motherfucker was born because there's no Creator.,News portal,Arrogant,Contempt & Condescension
"They're not even eating the news hookers, they're posting the bugs.",Facebook,Non-arrogant,
"You can't change your name to Anna, you can't change your name to Safa.",News portal,Arrogant,Knowledge & Moral Superiority
Saloo Brother of Bengal,News portal,Non-arrogant,
Don't you think the world you're gonna see is a mess?,YouTube,Arrogant,Contempt & Condescension
We don't have to tell people who work in government offices.,AI,Non-arrogant,
Greetings to you always...,Facebook,Non-arrogant,
"He's too young, and time will tell, he's not old enough to know what's next.",YouTube,Non-arrogant,
"Hey, no old crazy rice, no new crazy imports, you're being chased by Taslima Nazarin.",YouTube,Arrogant,Contempt & Condescension
Isn't it beautiful? Is there a problem?,YouTube,Non-arrogant,
"May God guide you and your atheist parents, Amen,",Facebook,Arrogant,Knowledge & Moral Superiority
He is the son of Maury.,YouTube,Non-arrogant,
I couldn't hold back the tears.,YouTube,Non-arrogant,
"Brother, you're a businessman, you've asked for cooking and export quality to import and export.",News portal,Non-arrogant,
"It's not the right thing to despise Hero Alam, we want his trial, and I've declared defeat in the lockdown, but I'm not going to let you go out with a mask.",YouTube,Arrogant,Mixed / Other Arrogance
Standing out,YouTube,Non-arrogant,
"Subhash brother, I don't watch Bengali movies now but I've heard many of your names, I don't know him very well, I heard his name for the first time today, he's not really a good person in the way he tells stories,",News portal,Non-arrogant,
The list of everyone and the amount of money deposited in the bank should be advertised and published in all newspapers on every TV channel.,News portal,Non-arrogant,
Didn't anyone tell you when you were born?,YouTube,Non-arrogant,
"You don't have much time, atheist girl.",YouTube,Arrogant,Mixed / Other Arrogance
I'm not sure what to do.,YouTube,Arrogant,Contempt & Condescension
You're the son of a chicken thief.,Facebook,Arrogant,Contempt & Condescension
"Now, being an atheist in an atheist's house.",News portal,Arrogant,Knowledge & Moral Superiority
"Whatever you are, remember, the power of unity, the power of unity, the public has made you a celebrity.",Facebook,Arrogant,Mixed / Other Arrogance
"I read on Facebook a few days ago. I don't know him, I don't know if I've heard his music.",YouTube,Non-arrogant,
That is Jarob Sonatan.,YouTube,Non-arrogant,
"If you hit the shoes, they won't be okay.",Facebook,Non-arrogant,
The land of gold is in the shit.,News portal,Non-arrogant,
This extraordinary appeal and heartwarming acuteness of an impossiblely charming personality?,Facebook,Non-arrogant,
Humanity is now hanging.,News portal,Non-arrogant,
No one like me will get a PhD.,AI,Arrogant,Superiority & Self-Importance
"You used to like you personally, but I hate you because of your bad comments. You said yourself that you don't believe what you don't see. But today you're asking the Almighty God for judgment and forgiveness. That's where you made the mistake. And then you say that you didn't hurt anyone's faith too much.",Facebook,Arrogant,Mixed / Other Arrogance
She's a good cow. She doesn't call her mother anymore.,YouTube,Non-arrogant,
"You don't have to, you'll get it if you die.",YouTube,Non-arrogant,
Fucking you.,YouTube,Arrogant,Contempt & Condescension
"The Prophet (peace and blessings of Allah be upon him) said: ""When a nation is openly defiled, there is famine and plague among them, which were not among their predecessors"". (Surah Ibn Majah, Hadith: 4019) The coronavirus is telling us that you are helpless, weak and death is inevitable. If you have no kingdom in the world, no power, your Creator has sent you here, has given you power and power, and if He wills, He can take it away in a moment.",News portal,Arrogant,Mixed / Other Arrogance
His name is Zaheer Khan.,YouTube,Non-arrogant,
I don't think it's a hijab of Safa's poetry that he doesn't have that thing.,YouTube,Arrogant,Mixed / Other Arrogance
Aburneil young ekta abal a haha react dice,Facebook,Non-arrogant,
"Oh, you're alive, you're in a condom accident.",YouTube,Non-arrogant,
"Black, brown, red, pink",YouTube,Non-arrogant,
What else can you get from a slut like you!,News portal,Arrogant,Contempt & Condescension
Please visit our page. I hope you like it and don't forget to like it.,Facebook,Non-arrogant,
You've fucked a lot of people. Are you one of them?,YouTube,Non-arrogant,
I don't understand why you're talking to model actress Ra Allah about Islam today and asking for forgiveness later.,News portal,Arrogant,Contempt & Condescension
You are my hero brother.,YouTube,Non-arrogant,
I can't take it anymore! Your news feed is full of news!,News portal,Non-arrogant,
How to pay cash. I'm the accountant.,YouTube,Non-arrogant,
Who's this jihadist? He's a chicken thief.,YouTube,Arrogant,Contempt & Condescension
You're going to be a Muslim a little while before you go to Kalama.,News portal,Non-arrogant,
"Zayed Khan or Bal Khan I met him in the live shows of Hiru Alam, and Bangladesh's movies are being ruined for these Abal Khans.",News portal,Arrogant,Contempt & Condescension
Goat number 10.,News portal,Arrogant,Contempt & Condescension
I'm going to tell you what I'm gonna do.,News portal,Non-arrogant,
"That's right, hero alm.",YouTube,Non-arrogant,
You're my bitch and you're not gonna eat my motherfucking cocksuckers.,YouTube,Arrogant,Contempt & Condescension
It's the moral of the story. #Tamasha,YouTube,Non-arrogant,
Those who do not believe in God are atheists.,Facebook,Arrogant,Knowledge & Moral Superiority
Milk is growing slowly.,YouTube,Non-arrogant,
"I want freedom, I want freedom for Mother Earth.",YouTube,Non-arrogant,
"And thou shalt not be afraid of any man, but seek forgiveness from God; for thy faith is light, and thou shalt be carried away by the wind.",Facebook,Non-arrogant,
"Honey, I need you. Please contact the inbox.",Facebook,Non-arrogant,
They've got a lot of currents in their throats.,YouTube,Non-arrogant,
Don't give up and sin will be sin.,Facebook,Non-arrogant,
"You're going to have to go back and get some fat potatoes, Maggie.",News portal,Arrogant,Contempt & Condescension
Look at your play.,YouTube,Arrogant,Mixed / Other Arrogance
"Don't believe in the afterlife, it's okay to believe in the past, where you were before you were born, or to claim to be an atheist and bring yourself into the limelight?",News portal,Arrogant,Mixed / Other Arrogance
"This is 100% true because of Zayed Khan's Hero Alm, I know what Zayed Khan actually does, thanks to Brother Zayed Khan's Helper Garment.",News portal,Non-arrogant,
"Yeah, yeah, there's a little bit more light and light in the summer months, and I see a picture of that dog next to the credit card.",YouTube,Arrogant,Contempt & Condescension
